id,genre,lang,lang_prob
ark:/67375/6GQ-CJ7P14H0-G,review-article,fr,0.942069947719574
ark:/67375/6GQ-CJ90QGTX-H,review-article,fr,0.9413117170333862
ark:/67375/6GQ-CJH9QRQQ-S,review-article,fr,0.9765509366989136
ark:/67375/6GQ-CMSM30ZW-9,research-article,es,0.9406446814537048
ark:/67375/6GQ-CPS4GJ05-Z,other,fr,0.9663227200508118
ark:/67375/6GQ-CRMFFKKK-B,other,es,0.8563077449798584
ark:/67375/6GQ-CS34LLCT-3,other,de,0.32789844274520874
ark:/67375/6GQ-GR3VGP2V-5,research-article,fr,0.9762864112854004
ark:/67375/6GQ-GVWC70WH-R,book-reviews,de,0.8229808807373047
ark:/67375/6GQ-GXK2V20Q-K,other,fr,0.7487649917602539
ark:/67375/6GQ-H04KK7V2-J,other,fr,0.4248523414134979
ark:/67375/6GQ-H0DCFGWM-5,book-reviews,fr,0.9513759016990662
ark:/67375/6GQ-H2LF8D8G-K,other,es,0.8081151247024536
ark:/67375/6GQ-PB920J0S-2,other,fr,0.6219332218170166
ark:/67375/6GQ-PBBHHDX7-6,review-article,fr,0.9631198048591614
ark:/67375/6GQ-PC26MVL8-S,other,fr,0.957145094871521
ark:/67375/6GQ-PHP2CHV3-7,other,fr,0.9629833698272705
ark:/67375/6GQ-PHP7C3N9-T,other,pl,0.2988187372684479
ark:/67375/6GQ-SM0KXZXD-G,other,fr,0.7646669149398804
ark:/67375/6GQ-SP2NL2B2-S,book-reviews,de,0.976820707321167
ark:/67375/6GQ-SQS1JDGP-J,research-article,es,0.9606064558029175
ark:/67375/6GQ-SR19WMRD-C,book-reviews,fr,0.9505476951599121
ark:/67375/6GQ-SSPBRRFD-K,other,fr,0.5554800033569336
ark:/67375/6GQ-SSSB1P2F-7,editorial,fr,0.9515531063079834
ark:/67375/6GQ-ST2KR729-5,book-reviews,fr,0.9546721577644348
ark:/67375/6GQ-ST2W7ZL9-H,research-article,es,0.8908581137657166
ark:/67375/6GQ-SV7M565T-W,book-reviews,fr,0.9579731225967407
ark:/67375/6GQ-SVGMKC2B-H,other,fr,0.954508364200592
ark:/67375/6GQ-SXJJBLML-P,research-article,es,0.9426125884056091
ark:/67375/6GQ-WW9Q2ZS6-V,review-article,fr,0.9648944735527039
ark:/67375/6H6-N49S68KL-P,brief-communication,de,0.8346140384674072
ark:/67375/6H6-NQ1JND1S-P,brief-communication,fr,0.9384956359863281
ark:/67375/6H6-P578BKLZ-H,research-article,fr,0.9336163401603699
ark:/67375/6H6-P580PG4Z-1,brief-communication,de,0.9212756156921387
ark:/67375/6GQ-5T9SZ99N-Q,research-article,fr,0.9489820599555969
ark:/67375/6GQ-5W3MPKLF-7,other,fr,0.9659159183502197
ark:/67375/6GQ-5WRJPDKZ-2,other,fr,0.9546447992324829
ark:/67375/6GQ-5ZBKRHD0-N,research-article,fr,0.949844241142273
ark:/67375/6GQ-604WLBP8-C,research-article,fr,0.9316913485527039
ark:/67375/6GQ-60GGWTN0-Z,other,fr,0.9321990609169006
ark:/67375/6GQ-650GJ366-N,book-reviews,fr,0.582598865032196
ark:/67375/6GQ-94P53689-P,other,fr,0.946665346622467
ark:/67375/6GQ-95D14VG4-7,brief-communication,es,0.4918452799320221
ark:/67375/6GQ-95LZQMXT-C,research-article,es,0.9446612596511841
ark:/67375/6GQ-99QTDFWB-X,other,de,0.375639408826828
ark:/67375/6GQ-99V8L717-S,book-reviews,fr,0.9513985514640808
ark:/67375/6GQ-DBTTQRJP-M,book-reviews,fr,0.5832136869430542
ark:/67375/6GQ-DDLV1RM0-B,review-article,fr,0.9705858826637268
ark:/67375/6GQ-DFFQN2R5-B,other,fr,0.960591197013855
ark:/67375/6GQ-DFG507W9-P,other,fr,0.6785566806793213
ark:/67375/6GQ-DG2L4Z9C-W,other,fr,0.9426984786987305
ark:/67375/6GQ-DH7N3LSR-6,book-reviews,es,0.9364295601844788
ark:/67375/6GQ-DHDKC5WQ-6,book-reviews,fr,0.9428426623344421
ark:/67375/6GQ-DHSK46BC-N,other,fr,0.2887863516807556
ark:/67375/6GQ-DJH2F0M3-1,editorial,fr,0.9124740362167358
ark:/67375/6GQ-DKL9W10K-R,book-reviews,fr,0.9282218217849731
ark:/67375/6GQ-DKQQCMPF-8,book-reviews,fr,0.8511524796485901
ark:/67375/6GQ-DL2R5XWP-J,other,fr,0.9232912659645081
ark:/67375/6GQ-HMPRPJP3-G,other,la,0.3022458553314209
ark:/67375/6GQ-HSP0KHT2-6,research-article,fr,0.9541414976119995
ark:/67375/6GQ-HTCWN7N7-D,book-reviews,es,0.9476096034049988
ark:/67375/6GQ-HW0J8N85-F,review-article,fr,0.9646329879760742
ark:/67375/6GQ-HW2Q5V8B-Q,research-article,es,0.9559332132339478
ark:/67375/6GQ-LSDW11G6-R,other,fr,0.9244382381439209
ark:/67375/6GQ-LSPLDGFC-G,research-article,fr,0.9235345125198364
ark:/67375/6GQ-LSS6LBZT-Z,other,fr,0.9473735690116882
ark:/67375/6GQ-LTMRFX64-S,book-reviews,fr,0.9312154650688171
ark:/67375/6GQ-LVM5T214-H,review-article,fr,0.8205374479293823
ark:/67375/6GQ-LX3S4X0H-9,other,de,0.38810768723487854
ark:/67375/6GQ-M13RZ3S8-M,research-article,fr,0.7649850845336914
ark:/67375/6GQ-M1VVG7HK-X,research-article,fr,0.9204584360122681
ark:/67375/6GQ-QKV64J50-Z,research-article,fr,0.9653093218803406
ark:/67375/6GQ-QNBQXMTN-Z,other,fr,0.8631812930107117
ark:/67375/6GQ-QRQNJCKM-3,book-reviews,de,0.9511759281158447
ark:/67375/6GQ-QS1HMQ2B-V,other,fr,0.9547374248504639
ark:/67375/6GQ-QV46C0JG-F,research-article,fr,0.9620476365089417
ark:/67375/6GQ-QW9CBP0F-F,book-reviews,fr,0.9653509259223938
ark:/67375/6GQ-QWFD7X7D-7,other,fr,0.9610046744346619
ark:/67375/6GQ-QWRHJGDB-W,review-article,fr,0.9586821794509888
ark:/67375/6GQ-TTXZ5FT5-5,other,fr,0.9668198823928833
ark:/67375/6GQ-TXWKFBS9-P,book-reviews,fr,0.9399592280387878
ark:/67375/6GQ-TZ0S16JL-N,research-article,es,0.9361370205879211
ark:/67375/6GQ-V3KB5QQQ-8,book-reviews,fr,0.8187921643257141
ark:/67375/6GQ-V4TKCV3M-P,other,fr,0.7701848745346069
ark:/67375/6GQ-XLWRX42F-H,research-article,fr,0.9543125033378601
ark:/67375/6GQ-XQ85HPBC-W,review-article,fr,0.9543557167053223
ark:/67375/6GQ-XRC5KPFZ-9,other,fr,0.9269028902053833
ark:/67375/6GQ-XRW9GHS0-P,research-article,fr,0.947925329208374
ark:/67375/6GQ-XSLJ8FNM-4,research-article,de,0.9871200919151306
ark:/67375/6GQ-XT8VGHT1-7,research-article,es,0.8907729387283325
ark:/67375/6GQ-XTTC2KRG-4,editorial,it,0.9633668661117554
ark:/67375/6GQ-XX795C8B-L,other,fr,0.3651614785194397
ark:/67375/6GQ-Z0N5SZ7Q-8,book-reviews,fr,0.9533125162124634
ark:/67375/6H6-03XC7DP5-H,research-article,fr,0.8686742186546326
ark:/67375/6H6-04GH3KLX-N,research-article,fr,0.48819899559020996
ark:/67375/1BB-B7PND8BD-9,editorial,fr,0.9521975517272949
ark:/67375/1BB-CKSPSJ93-2,article,fr,0.9256038069725037
ark:/67375/1BB-DQN97Q84-7,abstract,de,0.9628834128379822
ark:/67375/1BB-DR6B2WN4-0,article,nl,0.9781932234764099
ark:/67375/1BB-DRC91G6J-B,article,nl,0.9800456762313843
ark:/67375/1BB-L8W4GM69-7,article,fr,0.9526801705360413
ark:/67375/1BB-P4DJ8R2L-5,article,de,0.6960702538490295
ark:/67375/1BB-QJ1R9HH1-C,abstract,de,0.7629097700119019
ark:/67375/1BB-RGRZN922-G,other,fr,0.798981785774231
ark:/67375/6H6-4S5C5039-X,research-article,de,0.988775908946991
ark:/67375/6H6-4ZG8F94R-B,research-article,de,0.9649134278297424
ark:/67375/6H6-5RBBFL5C-8,research-article,fr,0.802249014377594
ark:/67375/6H6-5RHPSGZB-V,,fr,0.8117467761039734
ark:/67375/6H6-8ZCHMQZ6-B,conference,fr,0.931128978729248
ark:/67375/6H6-BBN7RLXN-J,research-article,fr,0.8639240264892578
ark:/67375/6H6-N5LF7764-X,research-article,fr,0.9071947336196899
ark:/67375/6H6-DL691C5T-T,brief-communication,fr,0.8929024934768677
ark:/67375/6H6-V06797J5-N,research-article,fr,0.8539028763771057
ark:/67375/6H6-C3W11LQ1-0,research-article,de,0.9193987250328064
ark:/67375/6H6-NLKPZFGP-H,research-article,de,0.9644137620925903
ark:/67375/6H6-C19LBFDJ-3,research-article,de,0.964182436466217
ark:/67375/6H6-CS4KZ3PR-B,abstract,fr,0.3260953724384308
ark:/67375/6H6-P1RWF40Z-V,brief-communication,de,0.955359697341919
ark:/67375/6H6-Q117N1N8-J,other,fr,0.858880341053009
ark:/67375/6H6-R2VHLL53-F,,de,0.8781740069389343
ark:/67375/6H6-R38M72VN-3,research-article,de,0.9674941897392273
ark:/67375/6H6-X0MSM823-K,other,de,0.30603501200675964
ark:/67375/6H6-FW3H5BSP-2,research-article,fr,0.9553303718566895
ark:/67375/6H6-H5GSKGNN-H,article,fr,0.36536094546318054
ark:/67375/0T8-P09HBRRN-J,other,fr,0.9054203629493713
ark:/67375/1BB-3W0NKK8Q-V,article,nl,0.9663444757461548
ark:/67375/1BB-3WP08WS8-V,other,de,0.5474318265914917
ark:/67375/1BB-5FB8RVB4-V,abstract,de,0.44680652022361755
ark:/67375/1BB-5H4X305N-K,research-article,fr,0.8672404289245605
ark:/67375/1BB-79PDMHQX-P,article,nl,0.9805481433868408
ark:/67375/1BB-8RZLRWXC-8,brief-communication,nl,0.9176623821258545
ark:/67375/1BB-B27PTDSP-6,book-reviews,it,0.8085639476776123
ark:/67375/6H6-12SBGTGQ-8,,es,0.35001587867736816
ark:/67375/6H6-12TL2191-Q,research-article,fr,0.8958390951156616
ark:/67375/6H6-1G8KZNXN-9,review-article,fr,0.6475894451141357
ark:/67375/6H6-FNRV6928-H,other,de,0.9180199503898621
ark:/67375/6H6-81G1C545-2,brief-communication,de,0.9867379069328308
ark:/67375/6H6-PBMR8KVP-F,research-article,de,0.9717231392860413
ark:/67375/6H6-CBZ86QNN-1,research-article,fr,0.682991087436676
ark:/67375/6H6-FLXMCP8N-1,research-article,fr,0.814500093460083
ark:/67375/6H6-FR27MF54-2,research-article,de,0.936779260635376
ark:/67375/6H6-GGR9QQNR-0,research-article,fr,0.921047031879425
ark:/67375/6H6-6K0FPVH5-3,research-article,es,0.8908320069313049
ark:/67375/6H6-7CB97F1C-J,,de,0.2761227488517761
ark:/67375/6H6-F0G7T9PS-6,research-article,fr,0.9154069423675537
ark:/67375/6H6-SP2K7FBV-Q,research-article,fr,0.9411382675170898
ark:/67375/6H6-TFDG5BPV-2,research-article,fr,0.8908115029335022
ark:/67375/6H6-V8VQMD3W-K,brief-communication,de,0.8927799463272095
ark:/67375/6H6-JBN66V29-F,brief-communication,de,0.9360231757164001
ark:/67375/6H6-R4LWKL8H-F,research-article,fr,0.8406745791435242
ark:/67375/6H6-R4QX6P44-2,research-article,fr,0.922059953212738
ark:/67375/6H6-RVHRH302-8,research-article,fr,0.943696916103363
ark:/67375/6H6-4M8WDFL7-9,research-article,fr,0.9040852785110474
ark:/67375/6H6-549GDVMB-X,research-article,fr,0.9226719737052917
ark:/67375/6H6-NW0TCBX8-Q,research-article,fr,0.9302383065223694
ark:/67375/1BB-D26QQ6DF-G,book-reviews,de,0.9656713008880615
ark:/67375/1BB-D58HPV9D-8,editorial,de,0.847174882888794
ark:/67375/1BB-FDXFXMZ6-0,other,de,0.5590823292732239
ark:/67375/1BB-GSNWNBS7-B,article,nl,0.9851383566856384
ark:/67375/0T8-LS0ZLT97-D,other,fr,0.9295474290847778
ark:/67375/1BB-26RB7VS2-6,article,de,0.41234150528907776
ark:/67375/1BB-4Z2KT3NW-Z,research-article,de,0.9564327597618103
ark:/67375/1BB-8G761C0W-X,article,nl,0.9638869166374207
ark:/67375/1BB-C8SG6BF9-V,article,cs,0.18208913505077362
ark:/67375/1BB-DMDDC514-S,article,nl,0.9771289825439453
ark:/67375/1BB-DP5XRRWQ-H,article,de,0.9765434861183167
ark:/67375/1BB-G0MLX4D6-H,article,de,0.41465553641319275
ark:/67375/1BB-HCWCCG40-P,article,de,0.2826208770275116
ark:/67375/1BB-L3M421JP-F,research-article,fr,0.910591721534729
ark:/67375/6H6-QF7Z037N-P,research-article,de,0.9585093259811401
ark:/67375/6H6-W8R8CTVQ-L,research-article,fr,0.9084381461143494
ark:/67375/6H6-WFLS6G2X-Q,research-article,fr,0.9385237693786621
ark:/67375/6GQ-137QB12T-V,research-article,fr,0.7482743859291077
ark:/67375/6GQ-16FK60D5-6,other,fr,0.9746178984642029
ark:/67375/6GQ-17D8BL0Q-R,research-article,fr,0.8898090720176697
ark:/67375/6GQ-18MPXT6B-J,other,fr,0.9577521681785583
ark:/67375/6GQ-1999D79P-F,other,fr,0.9459741115570068
ark:/67375/6GQ-48418702-L,other,fr,0.9548036456108093
ark:/67375/6GQ-48D928D8-S,research-article,fr,0.8452656865119934
ark:/67375/6GQ-4G2DBJQZ-Q,research-article,fr,0.9564858675003052
ark:/67375/6GQ-7HNX4DC9-B,book-reviews,es,0.9423893690109253
ark:/67375/6GQ-7K1H0QCP-5,review-article,fr,0.9324101805686951
ark:/67375/6GQ-7K8LRB8V-G,other,fr,0.9481222033500671
ark:/67375/6GQ-7N2K5WF2-P,research-article,fr,0.952972948551178
ark:/67375/6GQ-7P0M8K7L-8,review-article,fr,0.9345967173576355
ark:/67375/6GQ-BR5G445S-2,research-article,la,0.15513134002685547
ark:/67375/6GQ-BRG0CFRX-4,other,fr,0.937482476234436
ark:/67375/6GQ-BTBMLVK2-5,review-article,fr,0.9700354337692261
ark:/67375/6GQ-BW0G67V6-Q,research-article,fr,0.9393725991249084
ark:/67375/6GQ-BXHR5SQJ-0,research-article,es,0.9119417071342468
ark:/67375/6GQ-BXP6SJTP-2,research-article,fr,0.9588767886161804
ark:/67375/6GQ-C0CK6TT3-K,research-article,fr,0.9415183663368225
ark:/67375/6GQ-FV9518TR-V,book-reviews,fr,0.9622306823730469
ark:/67375/6GQ-FWKF5X38-D,other,fr,0.9416725039482117
ark:/67375/6GQ-FZ0K2NGH-M,research-article,fr,0.9565829634666443
ark:/67375/6GQ-G12GFL3B-S,other,it,0.935189962387085
ark:/67375/6GQ-G38HZ3HN-B,research-article,fr,0.9651874303817749
ark:/67375/6GQ-G3DZMKHN-L,research-article,fr,0.9663974046707153
ark:/67375/6GQ-G7SFT63B-2,other,fr,0.939171314239502
ark:/67375/6GQ-K5F6BLWQ-Z,research-article,fr,0.9601776003837585
ark:/67375/6GQ-K8K2303J-6,research-article,fr,0.8270788788795471
ark:/67375/6GQ-K9M4SPWX-C,research-article,es,0.9397456049919128
ark:/67375/6GQ-K9ZVLL6F-B,review-article,fr,0.9618212580680847
ark:/67375/6GQ-KC17GM5C-9,other,fr,0.8462444543838501
ark:/67375/6GQ-KDR743DH-J,other,fr,0.9326096177101135
ark:/67375/6GQ-KG1QBD4Q-N,research-article,es,0.9333131909370422
ark:/67375/6GQ-NFGL34L3-H,research-article,fr,0.9679616689682007
ark:/67375/6GQ-NH56PRRN-9,research-article,fr,0.9632852077484131
ark:/67375/6GQ-NKTCZTF9-T,other,fr,0.9298444390296936
ark:/67375/6GQ-NLQ501W5-R,research-article,de,0.988619327545166
ark:/67375/6GQ-NM9P4W98-6,other,fr,0.9396989345550537
ark:/67375/6GQ-NMQL82K7-9,research-article,es,0.904803454875946
ark:/67375/6GQ-NMZ360PS-4,review-article,fr,0.9484800696372986
ark:/67375/6GQ-NN28PSCD-V,research-article,fr,0.944757878780365
ark:/67375/6GQ-NN28R37D-X,book-reviews,fr,0.9476046562194824
ark:/67375/6GQ-NRVX2F2L-0,editorial,it,0.9317411184310913
ark:/67375/6GQ-NS856FJW-2,research-article,fr,0.9467095732688904
ark:/67375/6GQ-RRQ127VZ-P,research-article,fr,0.9531793594360352
ark:/67375/6GQ-RSPP83NZ-D,research-article,es,0.8956440687179565
ark:/67375/6GQ-RT1BH6L7-P,research-article,fr,0.8568623065948486
ark:/67375/6GQ-RXCPTZLQ-T,other,fr,0.9540230631828308
ark:/67375/6GQ-S2HC4M6Q-5,other,fr,0.5992278456687927
ark:/67375/6GQ-S3GB4K86-8,other,fr,0.9528077840805054
ark:/67375/6GQ-S4Q4339C-B,review-article,fr,0.9548667669296265
ark:/67375/6GQ-WDWWS07V-M,research-article,fr,0.978753924369812
ark:/67375/6GQ-WFVNMRMD-W,research-article,fr,0.9692449569702148
ark:/67375/6GQ-WHNVV8BL-H,book-reviews,fr,0.9403401017189026
ark:/67375/6H6-5G2KV40K-X,research-article,de,0.9886153340339661
ark:/67375/0T8-60R2LDMH-M,other,fr,0.9330039024353027
ark:/67375/0T8-693XBQTC-R,other,fr,0.908365786075592
ark:/67375/0T8-F3W3GB16-4,other,fr,0.9266679286956787
ark:/67375/0T8-JZTZQSPW-K,other,fr,0.8787389397621155
ark:/67375/0T8-TTMXKPK7-3,other,fr,0.8874572515487671
ark:/67375/0T8-V9J14WXX-1,other,fr,0.9187054634094238
ark:/67375/1BB-0DPL4479-Q,editorial,de,0.9904136657714844
ark:/67375/1BB-36XFPPQC-2,book-reviews,nl,0.9834256768226624
ark:/67375/1BB-5D3RRC3M-G,article,nl,0.9856514930725098
ark:/67375/6H6-2WMX4LB8-6,brief-communication,de,0.8217853903770447
ark:/67375/6H6-3SS44XHX-K,research-article,de,0.9671459197998047
ark:/67375/6H6-4G5QNMZK-M,research-article,de,0.9581332802772522
ark:/67375/6GQ-R60J05N4-T,research-article,fr,0.9685470461845398
ark:/67375/6GQ-R8BZ4QHR-N,research-article,es,0.8825517892837524
ark:/67375/6GQ-V6VN6NQT-N,research-article,de,0.9808926582336426
ark:/67375/6GQ-V87HQFT2-8,editorial,it,0.9492011070251465
ark:/67375/6GQ-V9H8CJ18-K,other,it,0.9626190662384033
ark:/67375/6GQ-VB1LSH4M-9,book-reviews,fr,0.7733435034751892
ark:/67375/6GQ-VBJ7TVGD-7,other,fr,0.9282470345497131
ark:/67375/6GQ-VBR4VB0P-C,other,fr,0.9156343936920166
ark:/67375/6GQ-VC5KN181-T,research-article,de,0.9890947341918945
ark:/67375/6GQ-VDFM3S3Z-P,research-article,de,0.9925565719604492
ark:/67375/6GQ-VDNBFGCW-8,review-article,fr,0.9402909874916077
ark:/67375/6GQ-VFSP9PZL-6,other,fr,0.9602837562561035
ark:/67375/6GQ-VJM247TL-2,other,fr,0.9171785116195679
ark:/67375/6GQ-ZGJMJ7TG-2,research-article,fr,0.9630300998687744
ark:/67375/6GQ-ZK6VHP4T-N,research-article,es,0.8782976269721985
ark:/67375/6GQ-ZKQ7BG56-V,other,fr,0.9618477821350098
ark:/67375/6GQ-ZNS1D4SM-T,research-article,fr,0.9703185558319092
ark:/67375/6GQ-ZPXT112L-J,other,fr,0.71724534034729
ark:/67375/6GQ-ZR0KG9MX-X,other,it,0.8815121650695801
ark:/67375/6GQ-ZSS6MB5P-K,other,fr,0.9706910848617554
ark:/67375/6H6-C7ZQ46VM-R,research-article,fr,0.8953527808189392
ark:/67375/6H6-CFJK4V1F-M,research-article,de,0.9872820377349854
ark:/67375/6H6-CFZP04WF-0,research-article,fr,0.8324979543685913
ark:/67375/6H6-DQGHC8KC-Z,research-article,fr,0.8154851198196411
ark:/67375/6H6-DW3203H4-K,conference,fr,0.948300302028656
ark:/67375/6H6-KWXBTCHL-G,research-article,de,0.9118921756744385
ark:/67375/6H6-KXG11F00-H,brief-communication,fr,0.920720636844635
ark:/67375/1BB-6Q93QHBN-R,article,sv,0.8572738766670227
ark:/67375/1BB-6RDGTX43-W,review-article,it,0.7979106903076172
ark:/67375/1BB-C1J83VKR-T,abstract,de,0.6168933510780334
ark:/67375/1BB-C3WRKJBD-K,other,de,0.6965014338493347
ark:/67375/1BB-FW2HP1NW-J,other,de,0.9883618950843811
ark:/67375/1BB-JM4HC6TN-8,research-article,de,0.9599310159683228
ark:/67375/1BB-JM962BDT-M,article,de,0.9628272652626038
ark:/67375/1BB-L0LBZRV4-C,abstract,de,0.5047815442085266
ark:/67375/6H6-4R8L7SKG-7,research-article,fr,0.8912152051925659
ark:/67375/6H6-HP6B2B07-0,other,fr,0.8714979887008667
ark:/67375/6H6-J7R7CSBB-P,research-article,fr,0.9094231724739075
ark:/67375/6H6-PSXJLB3N-M,conference,fr,0.5146520137786865
ark:/67375/6H6-2VSCHS7Z-5,,fr,0.3714504837989807
ark:/67375/6GQ-1BLWKNJS-L,other,fr,0.46435439586639404
ark:/67375/6GQ-1BR8T0CM-S,research-article,fr,0.9488503932952881
ark:/67375/6GQ-1C6192NX-D,other,fr,0.5715066194534302
ark:/67375/6GQ-1FPHSZPH-T,research-article,fr,0.946575939655304
ark:/67375/6GQ-1G2WW56Q-B,research-article,it,0.9709639549255371
ark:/67375/6GQ-1G97S8L7-0,book-reviews,es,0.9285449385643005
ark:/67375/6GQ-1HQ2T02Z-J,other,it,0.6376391053199768
ark:/67375/6GQ-1LGMRX8G-L,other,fr,0.9519867897033691
ark:/67375/6GQ-4PJM7W5X-S,research-article,pl,0.09233567863702774
ark:/67375/6GQ-4S9BF45T-W,research-article,fr,0.9491344690322876
ark:/67375/6GQ-4T4MX9P2-K,review-article,fr,0.9443431496620178
ark:/67375/6GQ-4TPLMRQ6-N,book-reviews,fr,0.857153594493866
ark:/67375/6GQ-4VCFTBFK-7,research-article,fr,0.9549420475959778
ark:/67375/6GQ-4WZDC7TL-T,research-article,fr,0.9390546083450317
ark:/67375/6H6-C0DJKSLS-H,research-article,de,0.8959316611289978
ark:/67375/6H6-D89ZTD12-6,research-article,fr,0.9028383493423462
ark:/67375/6H6-L59614B9-W,research-article,fr,0.9164816737174988
ark:/67375/6H6-L5RJ5P1K-G,research-article,fr,0.868414044380188
ark:/67375/6H6-LD3G9SS1-R,research-article,es,0.4357597231864929
ark:/67375/6H6-LR8CR2TZ-9,research-article,fr,0.8852238655090332
ark:/67375/6H6-9LH6Z3WX-1,brief-communication,es,0.7288222908973694
ark:/67375/6GQ-0K20BXMM-H,other,fr,0.9329870343208313
ark:/67375/6GQ-0L404XCZ-9,other,fr,0.9680356383323669
ark:/67375/6GQ-0LJP573T-L,book-reviews,de,0.6649194359779358
ark:/67375/6GQ-0RCM4L5Z-G,research-article,fr,0.8939783573150635
ark:/67375/6GQ-0S2QBVBQ-S,other,fr,0.9532049298286438
ark:/67375/6GQ-0T3VLBDS-5,other,fr,0.37814685702323914
ark:/67375/6GQ-0W48T2T1-J,other,fr,0.9353329539299011
ark:/67375/6GQ-3QVH2WF4-X,review-article,fr,0.9558958411216736
ark:/67375/6GQ-3RK90KBD-S,other,fr,0.9554268717765808
ark:/67375/0T8-NP1NRQB9-3,other,fr,0.8553702235221863
ark:/67375/0T8-WN5WMKRW-5,other,fr,0.8571373820304871
ark:/67375/0T8-WP2BJ4N2-D,other,fr,0.9309466481208801
ark:/67375/1BB-0X4V8LQ5-N,article,de,0.9674662947654724
ark:/67375/1BB-0ZCPTB7H-1,article,nl,0.9766037464141846
ark:/67375/1BB-2CH4FSM8-W,article,nl,0.9820602536201477
ark:/67375/1BB-2FN06XWG-T,article,nl,0.9879605174064636
ark:/67375/1BB-2FN98K1P-W,article,nl,0.7724737524986267
ark:/67375/1BB-3PMX1CGL-5,article,de,0.21805185079574585
ark:/67375/1BB-5389FMH3-K,article,fr,0.5991918444633484
ark:/67375/1BB-6G8GWB6D-P,article,fr,0.8457816243171692
ark:/67375/1BB-6M3LNJ19-S,article,nl,0.9831048846244812
ark:/67375/1BB-7X6CZL2N-L,article,de,0.9495629072189331
ark:/67375/1BB-9C883B32-Z,abstract,de,0.4677201807498932
